"Rider","Pos","Country","Team","Stage","Start_Location","End_Location","Stage_Type","Stage_Distance","Time_total","Velocity_kmh","Velocity_mph","Classification"
"Simone CONSONNI",29,"Italy","COFIDIS","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Rigoberto Uran",30,"Colombia","EF PRO CYCLING","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Cyril Gautier",31,"France","B&B HOTELS - VITAL CONCEPT P / B KTM","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Damiano Caruso",32,"Italy","BAHRAIN - MCLAREN","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Alejandro Valverde",33,"Spain","MOVISTAR TEAM","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Tom VAN ASBROECK",34,"Belgium","ISRAEL START-UP NATION","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Luka Mezgec",35,"Slovenia","MITCHELTON - SCOTT","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Stefan Kung",36,"Switzerland","GROUPAMA - FDJ","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Daryl Impey",37,"South Africa","MITCHELTON - SCOTT","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Matteo Trentin",38,"Italy","CCC TEAM","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Miguel Angel LOPEZ MORENO",39,"Colombia","ASTANA PRO TEAM","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Enric Mas Nicolau",40,"Spain","MOVISTAR TEAM","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Young"
"Richie Porte",41,"Australia","TREK - SEGAFREDO","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Pello Bilbao Lopez De Armentia",42,"Spain","BAHRAIN - MCLAREN","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Richard CARAPAZ",43,"Ecuador","INEOS GRENADIERS","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Nicolas Edet",44,"France","COFIDIS","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Jan Polanc",45,"Slovenia","UAE TEAM EMIRATES","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Guillaume Martin",46,"France","COFIDIS","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Nairo Quintana",47,"Colombia","TEAM ARKEA - SAMSIC","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Romain Bardet",48,"France","AG2R LA MONDIALE","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Niklas EG",49,"Denmark","TREK - SEGAFREDO","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Young"
"Roman Kreuziger",50,"Czech Republic","NTT PRO CYCLING TEAM","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Esteban CHAVES RUBIO",51,"Colombia","MITCHELTON - SCOTT","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Romain Sicard",52,"France","TOTAL DIRECT ENERGIE","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Neilson POWLESS",53,"United States","EF PRO CYCLING","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Young"
"Mikel Landa Meana",54,"Spain","BAHRAIN - MCLAREN","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Tiesj Benoot",55,"Belgium","TEAM SUNWEB","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Andrey Amador",56,"Costa Rica","INEOS GRENADIERS","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Gorka Izaguirre Insausti",57,"Spain","ASTANA PRO TEAM","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Thibaut Pinot",58,"France","GROUPAMA - FDJ","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Jens Keukeleire",59,"Belgium","EF PRO CYCLING","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"David Gaudu",60,"France","GROUPAMA - FDJ","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Young"
"Mikel Nieve Iturralde",61,"Spain","MITCHELTON - SCOTT","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Omar Fraile Matarranz",62,"Spain","ASTANA PRO TEAM","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Carlos Verona Quintanilla",63,"Spain","MOVISTAR TEAM","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Mikael Cherel",64,"France","AG2R LA MONDIALE","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Rudy Molard",65,"France","GROUPAMA - FDJ","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Thomas De Gendt",66,"Belgium","LOTTO SOUDAL","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Warren Barguil",67,"France","TEAM ARKEA - SAMSIC","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Robert Gesink",68,"Netherlands","TEAM JUMBO - VISMA","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Alexey Lutsenko",69,"Kazakhstan","ASTANA PRO TEAM","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Winner ANACONA",70,"Colombia","TEAM ARKEA - SAMSIC","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.18861111111111,42.0150971679426,26.1125526214684,"Senior"
"Daniel Martin",71,"Ireland","ISRAEL START-UP NATION","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.19388888888889,41.9724034656113,26.0860183129965,"Senior"
"George Bennett",72,"New Zealand","TEAM JUMBO - VISMA","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.195,41.9634263715111,26.0804390127477,"Senior"
"David de la Cruz Melgarejo",73,"Spain","UAE TEAM EMIRATES","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.2025,41.902931283037,26.0428410708745,"Senior"
"Lennard Kamna",74,"Germany","BORA - HANSGROHE","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.20305555555556,41.8984571031979,26.0400603500298,"Young"
"Jonathan Castroviejo Nicolas",75,"Spain","INEOS GRENADIERS","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.20888888888889,41.8515358361775,26.0108985930252,"Senior"
"Pierre luc Perichon",76,"France","COFIDIS","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.21083333333333,41.8359187589957,26.0011925164672,"Senior"
"Pavel SIVAKOV",77,"Russia","INEOS GRENADIERS","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.24833333333333,41.5369958717053,25.8154107344346,"Young"
"Jack Bauer",78,"New Zealand","MITCHELTON - SCOTT","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.29416666666667,41.1773965055879,25.5919182756917,"Senior"
"Dries Devenyns",79,"Belgium","DECEUNINCK - QUICK - STEP","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.29416666666667,41.1773965055879,25.5919182756917,"Senior"
"Alessandro De Marchi",80,"Italy","CCC TEAM","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.29416666666667,41.1773965055879,25.5919182756917,"Senior"
"Christopher Juul Jensen",81,"Denmark","MITCHELTON - SCOTT","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.29416666666667,41.1773965055879,25.5919182756917,"Senior"
"Sergio Andres HIGUITA GARCIA",82,"Colombia","EF PRO CYCLING","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.30722222222222,41.0761017481419,25.5289631747309,"Young"
"Nikias Arndt",83,"Germany","TEAM SUNWEB","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.30722222222222,41.0761017481419,25.5289631747309,"Senior"
"Michael HUNDAHL",84,"Denmark","NTT PRO CYCLING TEAM","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.33277777777778,40.8792582560683,25.4066241492034,"Senior"
"Ben HERMANS",85,"Belgium","ISRAEL START-UP NATION","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.36305555555556,40.6484694670327,25.2631879844827,"Senior"
"Bob Jungels",86,"Luxembourg","DECEUNINCK - QUICK - STEP","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.36305555555556,40.6484694670327,25.2631879844827,"Senior"
"Wouter Poels",87,"Netherlands","BAHRAIN - MCLAREN","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.37416666666667,40.5644285935804,25.2109562421258,"Senior"
"Matej Mohoric",88,"Slovenia","BAHRAIN - MCLAREN","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.37416666666667,40.5644285935804,25.2109562421258,"Senior"
"Fabien Grellier",89,"France","TOTAL DIRECT ENERGIE","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.37416666666667,40.5644285935804,25.2109562421258,"Senior"
"Vegard Stake Laengen",90,"Norway","UAE TEAM EMIRATES","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.37416666666667,40.5644285935804,25.2109562421258,"Senior"
"Tim Declercq",91,"Belgium","DECEUNINCK - QUICK - STEP","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.37416666666667,40.5644285935804,25.2109562421258,"Senior"
"Michael Schar",92,"Switzerland","CCC TEAM","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.37416666666667,40.5644285935804,25.2109562421258,"Senior"
"Dayer QUINTANA",93,"Colombia","TEAM ARKEA - SAMSIC","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.37416666666667,40.5644285935804,25.2109562421258,"Senior"
"Edvald Hagen",94,"Norway","NTT PRO CYCLING TEAM","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.37416666666667,40.5644285935804,25.2109562421258,"Senior"
"Dario Cataldo",95,"Italy","MOVISTAR TEAM","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.37416666666667,40.5644285935804,25.2109562421258,"Senior"
"Imanol Erviti",96,"Spain","MOVISTAR TEAM","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.37416666666667,40.5644285935804,25.2109562421258,"Senior"
"Ryan GIBBONS",97,"South Africa","NTT PRO CYCLING TEAM","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.37416666666667,40.5644285935804,25.2109562421258,"Senior"
"Joris NIEUWENHUIS",98,"Netherlands","TEAM SUNWEB","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.37416666666667,40.5644285935804,25.2109562421258,"Young"
"Nans PETERS",99,"France","AG2R LA MONDIALE","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.37416666666667,40.5644285935804,25.2109562421258,"Senior"
"Jonas Koch",100,"Germany","CCC TEAM","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.37416666666667,40.5644285935804,25.2109562421258,"Senior"
"Emanuel Buchmann",101,"Germany","BORA - HANSGROHE","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.37416666666667,40.5644285935804,25.2109562421258,"Senior"
"Jose Rojas",102,"Spain","MOVISTAR TEAM","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.37416666666667,40.5644285935804,25.2109562421258,"Senior"
"Tejay Van Garderen",103,"United States","EF PRO CYCLING","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.37416666666667,40.5644285935804,25.2109562421258,"Senior"
"Nelson Oliveira",104,"Portugal","MOVISTAR TEAM","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.37416666666667,40.5644285935804,25.2109562421258,"Senior"
"Daniel Felipe Martinez Poveda",105,"Colombia","EF PRO CYCLING","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.37416666666667,40.5644285935804,25.2109562421258,"Young"
"Jan HIRT",106,"Czech Republic","CCC TEAM","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.37416666666667,40.5644285935804,25.2109562421258,"Senior"
"Christophe Laporte",107,"France","COFIDIS","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.37555555555556,40.5539479123605,25.204442456408,"Senior"
"Sonny Colbrelli",108,"Italy","BAHRAIN - MCLAREN","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.4175,40.2399630826027,25.0092996162851,"Senior"
"Marco Marcato",109,"Italy","UAE TEAM EMIRATES","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.4175,40.2399630826027,25.0092996162851,"Senior"
"Anthony Turgis",110,"France","TOTAL DIRECT ENERGIE","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.4175,40.2399630826027,25.0092996162851,"Senior"
"Geoffrey Soupe",111,"France","TOTAL DIRECT ENERGIE","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.4175,40.2399630826027,25.0092996162851,"Senior"
"Kasper Asgreen",112,"Denmark","DECEUNINCK - QUICK - STEP","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.4175,40.2399630826027,25.0092996162851,"Young"
"Clement VENTURINI",113,"France","AG2R LA MONDIALE","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.4175,40.2399630826027,25.0092996162851,"Senior"
"Dylan Van Baarle",114,"Netherlands","INEOS GRENADIERS","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.4175,40.2399630826027,25.0092996162851,"Senior"
"Matthieu Ladagnous",115,"France","GROUPAMA - FDJ","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.4175,40.2399630826027,25.0092996162851,"Senior"
"Jasper De Buyst",116,"Belgium","LOTTO SOUDAL","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.4175,40.2399630826027,25.0092996162851,"Senior"
"Krists NEILANDS",117,"Latvia","ISRAEL START-UP NATION","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.42722222222222,40.1678779813696,24.9644984346611,"Senior"
"Clement Russo",118,"France","TEAM ARKEA - SAMSIC","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.47944444444444,39.7850552570212,24.7265725649603,"Young"
"Kevin Ledanois",119,"France","TEAM ARKEA - SAMSIC","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.47944444444444,39.7850552570212,24.7265725649603,"Senior"
"Connor SWIFT",120,"England","TEAM ARKEA - SAMSIC","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.47944444444444,39.7850552570212,24.7265725649603,"Young"
"Tony Martin",121,"Germany","TEAM JUMBO - VISMA","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.47944444444444,39.7850552570212,24.7265725649603,"Senior"
"Marco Haller",122,"Austria","BAHRAIN - MCLAREN","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.47944444444444,39.7850552570212,24.7265725649603,"Senior"
"Alexander Kristoff",123,"Norway","UAE TEAM EMIRATES","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.47944444444444,39.7850552570212,24.7265725649603,"Senior"
"Bryan Coquard",124,"France","B&B HOTELS - VITAL CONCEPT P / B KTM","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.47944444444444,39.7850552570212,24.7265725649603,"Senior"
"Jens Debusschere",125,"Belgium","B&B HOTELS - VITAL CONCEPT P / B KTM","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.47944444444444,39.7850552570212,24.7265725649603,"Senior"
"Maxime CHEVALIER",126,"France","B&B HOTELS - VITAL CONCEPT P / B KTM","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.47944444444444,39.7850552570212,24.7265725649603,"Young"
"Kevin Reza",127,"France","B&B HOTELS - VITAL CONCEPT P / B KTM","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.47944444444444,39.7850552570212,24.7265725649603,"Senior"
"Niccolo Bonifazio",128,"Italy","TOTAL DIRECT ENERGIE","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.47944444444444,39.7850552570212,24.7265725649603,"Senior"
"Maximilian WALSCHEID",129,"Germany","NTT PRO CYCLING TEAM","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.47944444444444,39.7850552570212,24.7265725649603,"Senior"
"Casper Phillip PEDERSEN",130,"Denmark","TEAM SUNWEB","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.47944444444444,39.7850552570212,24.7265725649603,"Young"
"Mathieu BURGAUDEAU",131,"France","TOTAL DIRECT ENERGIE","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.47944444444444,39.7850552570212,24.7265725649603,"Young"
"Hugo HOFSTETTER",132,"France","ISRAEL START-UP NATION","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.47944444444444,39.7850552570212,24.7265725649603,"Senior"
"Benoit Cosnefroy",133,"France","AG2R LA MONDIALE","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.47944444444444,39.7850552570212,24.7265725649603,"Young"
"Felix GROSSSCHARTNER",134,"Austria","BORA - HANSGROHE","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.47944444444444,39.7850552570212,24.7265725649603,"Senior"
"Alberto Bettiol",135,"Italy","EF PRO CYCLING","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.47944444444444,39.7850552570212,24.7265725649603,"Senior"
"Harold TEJADA CANACUE",136,"Colombia","ASTANA PRO TEAM","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.47944444444444,39.7850552570212,24.7265725649603,"Young"
"Amund Grondahl Jansen",137,"Norway","TEAM JUMBO - VISMA","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.47944444444444,39.7850552570212,24.7265725649603,"Senior"
"Edward Theuns",138,"Belgium","TREK - SEGAFREDO","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.47944444444444,39.7850552570212,24.7265725649603,"Senior"
"Luis Leon Sanchez",139,"Spain","ASTANA PRO TEAM","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.57638888888889,39.093399750934,24.2967058737937,"Senior"
"Hugh John CARTHY",140,"England","EF PRO CYCLING","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.57638888888889,39.093399750934,24.2967058737937,"Senior"
"Michael Morkov",141,"Denmark","DECEUNINCK - QUICK - STEP","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.58722222222222,39.0175996818137,24.24959582462,"Senior"
"Mads PEDERSEN",142,"Denmark","TREK - SEGAFREDO","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.58722222222222,39.0175996818137,24.24959582462,"Young"
"Roger Kluge",143,"Germany","LOTTO SOUDAL","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.58722222222222,39.0175996818137,24.24959582462,"Senior"
"Nils Politt",144,"Germany","ISRAEL START-UP NATION","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.58722222222222,39.0175996818137,24.24959582462,"Senior"
"Frederik FRISON",145,"Belgium","LOTTO SOUDAL","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.58722222222222,39.0175996818137,24.24959582462,"Senior"
"Cees Bol",146,"Netherlands","TEAM SUNWEB","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.58722222222222,39.0175996818137,24.24959582462,"Young"
"Alexis Vuillermoz",147,"France","AG2R LA MONDIALE","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.58722222222222,39.0175996818137,24.24959582462,"Senior"
"Pierre Latour",148,"France","AG2R LA MONDIALE","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.58722222222222,39.0175996818137,24.24959582462,"Senior"
"Elia Viviani",149,"Italy","COFIDIS","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.58722222222222,39.0175996818137,24.24959582462,"Senior"
"Daniel Oss",150,"Italy","BORA - HANSGROHE","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.58722222222222,39.0175996818137,24.24959582462,"Senior"
"Remi CAVAGNA",151,"France","DECEUNINCK - QUICK - STEP","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.58722222222222,39.0175996818137,24.24959582462,"Young"
"Caleb Ewan",152,"Australia","LOTTO SOUDAL","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.58722222222222,39.0175996818137,24.24959582462,"Senior"
"Luke Rowe",153,"England","INEOS GRENADIERS","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.58722222222222,39.0175996818137,24.24959582462,"Senior"
"Guy NIV",154,"Israel","ISRAEL START-UP NATION","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.58722222222222,39.0175996818137,24.24959582462,"Senior"
"Simon Geschke",155,"Germany","CCC TEAM","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.58722222222222,39.0175996818137,24.24959582462,"Senior"
"Andre Greipel",156,"Germany","ISRAEL START-UP NATION","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.58722222222222,39.0175996818137,24.24959582462,"Senior"
"Jerome Cousin",157,"France","TOTAL DIRECT ENERGIE","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.58722222222222,39.0175996818137,24.24959582462,"Senior"
"Toms Skujins",158,"Latvia","TREK - SEGAFREDO","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.58722222222222,39.0175996818137,24.24959582462,"Senior"
"Lukas Postlberger",159,"Austria","BORA - HANSGROHE","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.58722222222222,39.0175996818137,24.24959582462,"Senior"
"Sam Bennett",160,"Ireland","DECEUNINCK - QUICK - STEP","Stage 12","Chauvigny","Sarran Correze","HILLY",218,5.58722222222222,39.0175996818137,24.24959582462,"Senior"
"Daniel Felipe Martinez Poveda",1,"Colombia","EF PRO CYCLING","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.02972222222222,38.0736731650743,23.6629416812146,"Young"
"Lennard Kamna",2,"Germany","BORA - HANSGROHE","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.03083333333333,38.0652642040749,23.6577154779831,"Young"
"Maximilian Schachmann",3,"Germany","BORA - HANSGROHE","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.04388888888889,37.9667364247164,23.5964800650817,"Senior"
"Valentin MADOUAS",4,"France","GROUPAMA - FDJ","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.05555555555556,37.8791208791209,23.5420266495469,"Young"
"Pierre Rolland",5,"France","B&B HOTELS - VITAL CONCEPT P / B KTM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.05805555555556,37.8603987039376,23.530390742037,"Senior"
"Nicolas Edet",6,"France","COFIDIS","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.06111111111111,37.8375411635565,23.5161846883509,"Senior"
"Simon Geschke",7,"Germany","CCC TEAM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.07277777777778,37.750520205892,23.4621008116172,"Senior"
"Marc Soler",8,"Spain","MOVISTAR TEAM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.075,37.7339901477833,23.4518273137248,"Senior"
"Hugh John CARTHY",9,"England","EF PRO CYCLING","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.08472222222222,37.6618410270418,23.4069863437177,"Senior"
"David de la Cruz Melgarejo",10,"Spain","UAE TEAM EMIRATES","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.09416666666667,37.5920170129233,23.3635904368697,"Senior"
"Daniel Martin",11,"Ireland","ISRAEL START-UP NATION","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.105,37.5122428991185,23.3140105028704,"Senior"
"Primoz Roglic",12,"Slovenia","TEAM JUMBO - VISMA","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.13111111111111,37.3213512343006,23.1953705620265,"Senior"
"Tadej POGACAR",13,"Slovenia","UAE TEAM EMIRATES","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.13111111111111,37.3213512343006,23.1953705620265,"Young"
"Richie Porte",14,"Australia","TREK - SEGAFREDO","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.13472222222222,37.2951041384907,23.1790578859482,"Senior"
"Mikel Landa Meana",15,"Spain","BAHRAIN - MCLAREN","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.13472222222222,37.2951041384907,23.1790578859482,"Senior"
"Miguel Angel LOPEZ MORENO",16,"Colombia","ASTANA PRO TEAM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.13555555555556,37.2890523582865,23.1752966801035,"Senior"
"Neilson POWLESS",17,"United States","EF PRO CYCLING","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.13777777777778,37.2729238754325,23.1652727628543,"Young"
"Egan Bernal Gomez",18,"Colombia","INEOS GRENADIERS","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.14166666666667,37.2447325769854,23.1477517569829,"Young"
"Rigoberto Uran",19,"Colombia","EF PRO CYCLING","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.14166666666667,37.2447325769854,23.1477517569829,"Senior"
"Adam Yates",20,"England","MITCHELTON - SCOTT","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.14222222222222,37.2407087294728,23.1452509194983,"Senior"
"Nairo Quintana",21,"Colombia","TEAM ARKEA - SAMSIC","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.14222222222222,37.2407087294728,23.1452509194983,"Senior"
